Name|Neighborhood|Address|Date of Search
Alpha Medic, Inc - El Cajon|El Cajon|EL CAJON, CA|07-16-2017
Gold Leaf Meds Delivery|El Cajon|SAN DIEGO, CA|07-16-2017
Triple Crown Delivery|El Cajon|EL CAJON, CA|07-16-2017
Royal Connect Collective|El Cajon|EL CAJON, CALIFORNIA (CA)|07-16-2017
M Delivers - El Cajon|El Cajon|LAKESIDE/SANTEE/EL CAJON, CA|07-16-2017
Wow Bud|El Cajon|LAKESIDE, CA|07-16-2017
CHRON DON III|El Cajon|EL CAJON, CA|07-16-2017
Budzilla|El Cajon|SAN DIEGO, CA|07-16-2017
Healthcare Alternatives|El Cajon|SAN DIEGO, CA|07-16-2017
Greentree Express Collective|El Cajon|LAKESIDE, CA|07-16-2017
High Level Health II|El Cajon|ALPINE, CA|07-16-2017
M Delivers Express - Descanso|El Cajon|DESCANSO, CA|07-16-2017
Air Express Delivery|El Cajon|EL CAJON, CA|07-16-2017
Stoney Overnight Delivery - El Cajon|El Cajon|EL CAJON, CA|07-16-2017
M Delivers Express - Alpine|El Cajon|ALPINE, CA|07-16-2017
Freedom Medical Association|El Cajon|SANTEE, CA|07-16-2017
M Delivers - Poway/Mira Mesa|Poway/Mira Mesa|NORTH SAN DIEGO, CA|07-16-2017
San Diego Organics|Poway/Mira Mesa|SAN DIEGO, CALIFORNIA|07-16-2017
Alpha Medic, Inc. - Poway/Mira Mesa|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
7 by 7|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Luckys Health Group Delivery|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
APC - Alternative Patient Care|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Green Car Delivery|Poway/Mira Mesa|POWAY, CA|07-16-2017
A+ Deliveries|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Dank Remedies (OPEN LATE)|Poway/Mira Mesa|POWAY, CA|07-16-2017
Balboa Ave Cooperative|Poway/Mira Mesa|POWAY, CA|07-16-2017
House Of Dank|Poway/Mira Mesa|POWAY, CA|07-16-2017
Point Loma Patient Consumer Co-Op - Mira Mesa|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Exclusive Budz|Poway/Mira Mesa|POWAY, CA|07-16-2017
WEEDRIVE|Poway/Mira Mesa|POWAY/MIRA MESA, CA|07-16-2017
MJ Deliveries|Poway/Mira Mesa|POWAY, CA|07-16-2017
GreenLyfe|Poway/Mira Mesa|POWAY, CA|07-16-2017
Royalty Delivery|Poway/Mira Mesa|POWAY, CA|07-16-2017
Blue Chip San Diego|Poway/Mira Mesa|POWAY, CA|07-16-2017
So Cal Holistic Health - San Diego|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Cali Care Collective - Poway / Mira Mesa|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
So Cal Holistic Health - Poway|Poway/Mira Mesa|POWAY, CA|07-16-2017
The Healing Heart Collective|Poway/Mira Mesa|ALL OF NORTH COUNTY, CA|07-16-2017
DaBud Group Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Arkana Healing Delivery|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Freedom Farmers|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Continuum Wellness|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Triple Crown Delivery|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
1105 Cooperative|Poway/Mira Mesa|ESCONDIDO, CA|07-16-2017
Quality Therapeutics|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Kings Kannabis|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
Cloud 9 Organics INC|Poway/Mira Mesa|POWAY, CA|07-16-2017
Green Daddy Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Budzilla - Mira Mesa|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
Cali Coastal Collective - Mira Mesa|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
Budzilla|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
CaliBloom|Poway/Mira Mesa|RANCHO BERNARDO, CA|07-16-2017
Sincere Delivery|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late) - Mira Mesa|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late) - Poway|Poway/Mira Mesa|POWAY, CA|07-16-2017
Green Nectar|Poway/Mira Mesa|POWAY, CA|07-16-2017
M Delivers - Poway - Mira Mesa|Poway/Mira Mesa|MIRA MESA/POWAY/MIRAMAR, CA|07-16-2017
Flash Buds|Poway/Mira Mesa|POWAY, CA|07-16-2017
Quality Therapeutics|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Budee|Poway/Mira Mesa|POWAY, CA|07-16-2017
Four Twenty Friendly Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
4G Exclusive|Poway/Mira Mesa|POWAY, CA|07-16-2017
Four Twenty Friendly Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Stoney Overnight Delivery - Poway / Mira Mesa|Poway/Mira Mesa|POWAY, CA|07-16-2017
Freedom Medical Association|Poway/Mira Mesa|POWAY, CA|07-16-2017
M Delivers - Poway/Mira Mesa|Poway/Mira Mesa|NORTH SAN DIEGO, CA|07-16-2017
San Diego Organics|Poway/Mira Mesa|SAN DIEGO, CALIFORNIA|07-16-2017
Alpha Medic, Inc. - Poway/Mira Mesa|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
7 by 7|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Luckys Health Group Delivery|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
APC - Alternative Patient Care|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Green Car Delivery|Poway/Mira Mesa|POWAY, CA|07-16-2017
A+ Deliveries|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Dank Remedies (OPEN LATE)|Poway/Mira Mesa|POWAY, CA|07-16-2017
Balboa Ave Cooperative|Poway/Mira Mesa|POWAY, CA|07-16-2017
House Of Dank|Poway/Mira Mesa|POWAY, CA|07-16-2017
Point Loma Patient Consumer Co-Op - Mira Mesa|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Exclusive Budz|Poway/Mira Mesa|POWAY, CA|07-16-2017
WEEDRIVE|Poway/Mira Mesa|POWAY/MIRA MESA, CA|07-16-2017
MJ Deliveries|Poway/Mira Mesa|POWAY, CA|07-16-2017
GreenLyfe|Poway/Mira Mesa|POWAY, CA|07-16-2017
Royalty Delivery|Poway/Mira Mesa|POWAY, CA|07-16-2017
Blue Chip San Diego|Poway/Mira Mesa|POWAY, CA|07-16-2017
So Cal Holistic Health - San Diego|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Cali Care Collective - Poway / Mira Mesa|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
So Cal Holistic Health - Poway|Poway/Mira Mesa|POWAY, CA|07-16-2017
The Healing Heart Collective|Poway/Mira Mesa|ALL OF NORTH COUNTY, CA|07-16-2017
DaBud Group Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Arkana Healing Delivery|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Freedom Farmers|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Continuum Wellness|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Triple Crown Delivery|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
1105 Cooperative|Poway/Mira Mesa|ESCONDIDO, CA|07-16-2017
Quality Therapeutics|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Kings Kannabis|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
Cloud 9 Organics INC|Poway/Mira Mesa|POWAY, CA|07-16-2017
Green Daddy Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Budzilla - Mira Mesa|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
Cali Coastal Collective - Mira Mesa|Poway/Mira Mesa|MIRA MESA, CA|07-16-2017
Budzilla|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
CaliBloom|Poway/Mira Mesa|RANCHO BERNARDO, CA|07-16-2017
Sincere Delivery|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late) - Mira Mesa|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late) - Poway|Poway/Mira Mesa|POWAY, CA|07-16-2017
Green Nectar|Poway/Mira Mesa|POWAY, CA|07-16-2017
M Delivers - Poway - Mira Mesa|Poway/Mira Mesa|MIRA MESA/POWAY/MIRAMAR, CA|07-16-2017
Flash Buds|Poway/Mira Mesa|POWAY, CA|07-16-2017
Quality Therapeutics|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Budee|Poway/Mira Mesa|POWAY, CA|07-16-2017
Four Twenty Friendly Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
4G Exclusive|Poway/Mira Mesa|POWAY, CA|07-16-2017
Four Twenty Friendly Collective|Poway/Mira Mesa|SAN DIEGO, CA|07-16-2017
Stoney Overnight Delivery - Poway / Mira Mesa|Poway/Mira Mesa|POWAY, CA|07-16-2017
Freedom Medical Association|Poway/Mira Mesa|POWAY, CA|07-16-2017
Better Daze Express, Inc|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
M Delivers - San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
The Healing Heart Collective|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
New Age Botanicals - Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
CLEAN GREEN Patient Services|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Dank Remedies (OPEN LATE)|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Jah Healing Caregivers - Escondido|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Upper County Cannamedz|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
PUF - San Marcos / Escondido|Escondido/San Marcos|SAN MARCOS/ESCONDIDO, CA|07-16-2017
Golden Leaf|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
GreenLyfe|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Exclusive Budz|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Organic Wellness|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
The Gas Station Delivery - San Marcos|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Cali Care Collective - San Marcos /  Escondido|Escondido/San Marcos|ESCONDIDIO, CA|07-16-2017
Halfbaked Healing Co.|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Chili Dog Deliveries|Escondido/San Marcos|SAN DIEGO, CA|07-16-2017
For Patient Delivery|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Fast and Friendly - (Open Late)-San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
Kush Kingdom|Escondido/San Marcos|NORTH COUNTY SD, CA|07-16-2017
Trichome Delivery Service|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Flavor Buzz|Escondido/San Marcos|ALL NORTH COUNTY, CA|07-16-2017
Rosemary Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
HIPPIE WELLNESS|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
Flowering Buddha Collective|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Imagine Medics|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
When In Doubt Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Releaf Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Pearls Delivery|Escondido/San Marcos|NORTH COUNTY, CA|07-16-2017
HGC - San Marcos|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Budee|Escondido/San Marcos|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late)-San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
Continuum Wellness|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Four Twenty Friendly Collective|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
1105 Cooperative|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Modern Medicine Delivery|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Budee|Escondido/San Marcos|SAN DIEGO, CA|07-16-2017
Herbal Meds|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Weedstreet Delivery - San Marcos / Escondido|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Stoney Overnight Delivery - San Marcos / Escondido|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Herbal Meds|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Better Daze Express, Inc|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
M Delivers - San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
The Healing Heart Collective|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
New Age Botanicals - Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
CLEAN GREEN Patient Services|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Dank Remedies (OPEN LATE)|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Jah Healing Caregivers - Escondido|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Upper County Cannamedz|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
PUF - San Marcos / Escondido|Escondido/San Marcos|SAN MARCOS/ESCONDIDO, CA|07-16-2017
Golden Leaf|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
GreenLyfe|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Exclusive Budz|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Organic Wellness|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
The Gas Station Delivery - San Marcos|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Cali Care Collective - San Marcos /  Escondido|Escondido/San Marcos|ESCONDIDIO, CA|07-16-2017
Halfbaked Healing Co.|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Chili Dog Deliveries|Escondido/San Marcos|SAN DIEGO, CA|07-16-2017
For Patient Delivery|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Fast and Friendly - (Open Late)-San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
Kush Kingdom|Escondido/San Marcos|NORTH COUNTY SD, CA|07-16-2017
Trichome Delivery Service|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Flavor Buzz|Escondido/San Marcos|ALL NORTH COUNTY, CA|07-16-2017
Rosemary Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
HIPPIE WELLNESS|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
Flowering Buddha Collective|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Imagine Medics|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
When In Doubt Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Releaf Delivery|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Pearls Delivery|Escondido/San Marcos|NORTH COUNTY, CA|07-16-2017
HGC - San Marcos|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Budee|Escondido/San Marcos|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late)-San Marcos/Escondido|Escondido/San Marcos|ALL OF NORTH COUNTY, CA|07-16-2017
Continuum Wellness|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Four Twenty Friendly Collective|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
1105 Cooperative|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Modern Medicine Delivery|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Budee|Escondido/San Marcos|SAN DIEGO, CA|07-16-2017
Herbal Meds|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Weedstreet Delivery - San Marcos / Escondido|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Stoney Overnight Delivery - San Marcos / Escondido|Escondido/San Marcos|ESCONDIDO, CA|07-16-2017
Herbal Meds|Escondido/San Marcos|SAN MARCOS, CA|07-16-2017
Left Coast Collective - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Releaf Delivery|La Jolla|LA JOLLA, CA|07-16-2017
Super Buds|La Jolla|LA JOLLA/PACIFIC BEACH, CA|07-16-2017
True Meds Delivery Incorporated|La Jolla|SAN DIEGO, CA|07-16-2017
M Delivers - La Jolla|La Jolla|LA JOLLA/TORREY PINES, CA|07-16-2017
Pakalolo Sunshine|La Jolla|SAN DIEGO, CA|07-16-2017
Beach Meds|La Jolla|LA JOLLA, CA|07-16-2017
Special Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Luckys Health Group Delivery|La Jolla|LA JOLLA, CA|07-16-2017
Blue Dream Girls|La Jolla|LA JOLLA, CA|07-16-2017
Exclusive Budz|La Jolla|LA JOLLA, CA|07-16-2017
Chronic Therapy|La Jolla|SAN DIEGO, CA|07-16-2017
Gold Leaf Meds Delivery|La Jolla|SAN DIEGO, CA|07-16-2017
WEEDRIVE|La Jolla|LA JOLLA, CA|07-16-2017
Danky Duck Co.|La Jolla|LA JOLLA, CA|07-16-2017
Dank Remedies (OPEN LATE)|La Jolla|LA JOLLA, CA|07-16-2017
MJ Deliveries|La Jolla|LA JOLLA, CA|07-16-2017
World Wide Weed - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Green Car Delivery|La Jolla|LA JOLLA, CA|07-16-2017
APC - Alternative Patient Care #5|La Jolla|LAJOLLA, CA|07-16-2017
Alpha Medic, Inc. - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Freedom Farmers|La Jolla|SAN DIEGO, CA|07-16-2017
Prime Holistic|La Jolla|SAN DIEGO, CA|07-16-2017
Cali Smokers Club|La Jolla|SAN DIEGO, CA|07-16-2017
Irie Up|La Jolla|SAN DIEGO, CA|07-16-2017
Flash Buds|La Jolla|SAN DIEGO, CA|07-16-2017
Freedom Medical Association|La Jolla|LA JOLLA, CA|07-16-2017
Budzilla|La Jolla|LA JOLLA, CA|07-16-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-16-2017
Budzilla - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Bud Club - La Jolla|La Jolla|SAN DIEGO, CA|07-16-2017
The Herbal Express|La Jolla|LA JOLLA, CA|07-16-2017
Cannaprise|La Jolla|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late) - La Jolla|La Jolla|SAN DIEGO, CA|07-16-2017
PoppySeed|La Jolla|LA JOLLA, CA|07-16-2017
Budee|La Jolla|LA JOLLA, CA|07-16-2017
Bud Club - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Nollie Green-Blu Solutions|La Jolla|LA JOLLA, CA|07-16-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-16-2017
Stoney Overnight Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Budee|La Jolla|SAN DIEGO, CA|07-16-2017
Budee|La Jolla|SAN DIEGO, CA|07-16-2017
Go Green|La Jolla|LA JOLLA, CA|07-16-2017
Wow Bud|La Jolla|LA JLLA, CA|07-16-2017
House of Ounce|La Jolla|LA JOLLA, CA|07-16-2017
Left Coast Collective - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Releaf Delivery|La Jolla|LA JOLLA, CA|07-16-2017
Super Buds|La Jolla|LA JOLLA/PACIFIC BEACH, CA|07-16-2017
True Meds Delivery Incorporated|La Jolla|SAN DIEGO, CA|07-16-2017
M Delivers - La Jolla|La Jolla|LA JOLLA/TORREY PINES, CA|07-16-2017
Pakalolo Sunshine|La Jolla|SAN DIEGO, CA|07-16-2017
Beach Meds|La Jolla|LA JOLLA, CA|07-16-2017
Special Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Luckys Health Group Delivery|La Jolla|LA JOLLA, CA|07-16-2017
Blue Dream Girls|La Jolla|LA JOLLA, CA|07-16-2017
Exclusive Budz|La Jolla|LA JOLLA, CA|07-16-2017
Chronic Therapy|La Jolla|SAN DIEGO, CA|07-16-2017
Gold Leaf Meds Delivery|La Jolla|SAN DIEGO, CA|07-16-2017
WEEDRIVE|La Jolla|LA JOLLA, CA|07-16-2017
Danky Duck Co.|La Jolla|LA JOLLA, CA|07-16-2017
Dank Remedies (OPEN LATE)|La Jolla|LA JOLLA, CA|07-16-2017
MJ Deliveries|La Jolla|LA JOLLA, CA|07-16-2017
World Wide Weed - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Green Car Delivery|La Jolla|LA JOLLA, CA|07-16-2017
APC - Alternative Patient Care #5|La Jolla|LAJOLLA, CA|07-16-2017
Alpha Medic, Inc. - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Freedom Farmers|La Jolla|SAN DIEGO, CA|07-16-2017
Prime Holistic|La Jolla|SAN DIEGO, CA|07-16-2017
Cali Smokers Club|La Jolla|SAN DIEGO, CA|07-16-2017
Irie Up|La Jolla|SAN DIEGO, CA|07-16-2017
Flash Buds|La Jolla|SAN DIEGO, CA|07-16-2017
Freedom Medical Association|La Jolla|LA JOLLA, CA|07-16-2017
Budzilla|La Jolla|LA JOLLA, CA|07-16-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-16-2017
Budzilla - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Bud Club - La Jolla|La Jolla|SAN DIEGO, CA|07-16-2017
The Herbal Express|La Jolla|LA JOLLA, CA|07-16-2017
Cannaprise|La Jolla|SAN DIEGO, CA|07-16-2017
Fast and Friendly - (Open Late) - La Jolla|La Jolla|SAN DIEGO, CA|07-16-2017
PoppySeed|La Jolla|LA JOLLA, CA|07-16-2017
Budee|La Jolla|LA JOLLA, CA|07-16-2017
Bud Club - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Nollie Green-Blu Solutions|La Jolla|LA JOLLA, CA|07-16-2017
Limitless Care Collective|La Jolla|LA JOLLA, CA|07-16-2017
Stoney Overnight Delivery - La Jolla|La Jolla|LA JOLLA, CA|07-16-2017
Budee|La Jolla|SAN DIEGO, CA|07-16-2017
Budee|La Jolla|SAN DIEGO, CA|07-16-2017
Go Green|La Jolla|LA JOLLA, CA|07-16-2017
Wow Bud|La Jolla|LA JLLA, CA|07-16-2017
House of Ounce|La Jolla|LA JOLLA, CA|07-16-2017
Left Coast Collective - Gaslamp / Hillcrest|Gaslamp District|SAN DIEGO, CA|07-16-2017
GC Petals|Gaslamp District|SAN DIEGO, CA|07-16-2017
San Diego Organics|Gaslamp District|SAN DIEGO, CA|07-16-2017
Crown Collective - San Diego|Gaslamp District|SAN DIEGO, CA|07-16-2017
True Meds Delivery Incorporated|Gaslamp District|SAN DIEGO, CA|07-16-2017
Global Greens|Gaslamp District|SAN DIEGO, CA|07-16-2017
Breath of Life|Gaslamp District|HILLCREST, CA|07-16-2017
Green Elevation Delivery|Gaslamp District|SAN DIEGO, CA|07-16-2017
WEEDRIVE|Gaslamp District|GASLAMP, CA|07-16-2017
Special Delivery - Gaslamp|Gaslamp District|GAS LAMP, CA|07-16-2017
Fast and Friendly - (Open Late) - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-16-2017
Cali Kush House- Gaslamp District|Gaslamp District|GASLAMP, CA|07-16-2017
Luckys Health Group Delivery|Gaslamp District|CORONADO, CA|07-16-2017
Strictly Humboldt|Gaslamp District|SAN DIEGO, CA|07-16-2017
Okun THC|Gaslamp District|SAN DIEGO, CA|07-16-2017
Lucky Shamrock|Gaslamp District|DOWNTOWN SAN DIEGO, CA|07-16-2017
Harbor Collective|Gaslamp District|SAN DIEGO, CA|07-16-2017
Quality Delivery|Gaslamp District|SAN DIEGO, CA|07-16-2017
World Wide Weed - Gaslamp|Gaslamp District|SAN DIEGO, CA|07-16-2017
Cali-Oil Delivery|Gaslamp District|GASLAMP, CA|07-16-2017
Flash Buds|Gaslamp District|SAN DIEGO, CA|07-16-2017
A+ Deliveries|Gaslamp District|SAN DIEGO, CA|07-16-2017
Pacific Greens|Gaslamp District|SAN DIEGO, CA|07-16-2017
Alpha Medic, Inc. - Gaslamp / Hillcrest|Gaslamp District|SAN DIEGO, CA|07-16-2017
Cali Reefer Co. - San Diego|Gaslamp District|SAN DIEGO, CA|07-16-2017
Freedom Farmers|Gaslamp District|SAN DIEGO, CA|07-16-2017
Releaf Delivery|Gaslamp District|SAN DIEGO, CA|07-16-2017
San Diego Cannabis Club|Gaslamp District|GASLAMP, CA|07-16-2017
Sleep EZ Delivery - Open Late|Gaslamp District|SAN DIEGO, CA|07-16-2017
Happy Greens|Gaslamp District|SAN DIEGO, CA|07-16-2017
Pretty Dank|Gaslamp District|DOWNTOWN SAN DIEGO, CA|07-16-2017
J and B CareTakers|Gaslamp District|SAN DIEGO, CA|07-16-2017
Quality Delivery - Downtown San Diego|Gaslamp District|SAN DIEGO, CA|07-16-2017
Mom and Crops Collective MAC|Gaslamp District|SAN DIEGO, CA|07-16-2017
Pakalolo Sunshine|Gaslamp District|DELIVERY ONLY, CA|07-16-2017
Affordable Ounces & More|Gaslamp District|SAN DIEGO, CA|07-16-2017
Budzilla|Gaslamp District|SAN DIEGO, CA|07-16-2017
Cali Coastal Collective - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-16-2017
M Delivers - Gaslamp|Gaslamp District|SAN DIEGO, CA|07-16-2017
Point Loma Patient Consumer Co-Op|Gaslamp District|GASLAMP, CA|07-16-2017
Kings of Green|Gaslamp District|SAN DIEGO, CA|07-16-2017
BOGO Boys - Downtown|Gaslamp District|SAN DIEGO, CA|07-16-2017
Zoinks!|Gaslamp District|GASLAMP, CA|07-16-2017
7 by 7|Gaslamp District|SAN DIEGO, CA|07-16-2017
Weedbertos|Gaslamp District|SAN DIEGO, CA|07-16-2017
The Herbal Express|Gaslamp District|LITTLE ITALY, CA|07-16-2017
Drop Weed|Gaslamp District|SAN DIEGO, CA|07-16-2017
Budee|Gaslamp District|SAN DIEGO, CA|07-16-2017
Quality Delivery - Hillcrest|Gaslamp District|SAN DIEGO, CA|07-16-2017
Budee|Gaslamp District|GASLAMP, CA|07-16-2017
Budee|Gaslamp District|GASLAMP, CA|07-16-2017
Stoney Overnight Delivery - Gaslamp District|Gaslamp District|SAN DIEGO, CA|07-16-2017
Left Coast Collective - Gaslamp / Hillcrest|Gaslamp District|SAN DIEGO, CA|07-16-2017
GC Petals|Gaslamp District|SAN DIEGO, CA|07-16-2017
San Diego Organics|Gaslamp District|SAN DIEGO, CA|07-16-2017
Crown Collective - San Diego|Gaslamp District|SAN DIEGO, CA|07-16-2017
True Meds Delivery Incorporated|Gaslamp District|SAN DIEGO, CA|07-16-2017
Global Greens|Gaslamp District|SAN DIEGO, CA|07-16-2017
Breath of Life|Gaslamp District|HILLCREST, CA|07-16-2017
Green Elevation Delivery|Gaslamp District|SAN DIEGO, CA|07-16-2017
WEEDRIVE|Gaslamp District|GASLAMP, CA|07-16-2017
